bowler,balls,runs_conceded,wickets,runs_per_ball,replacement_runs,bowling_war
A Zampa,4502,4172,147,0.9266992447800977,4591.914820258193,41.99148202581928
BJ McMullen,1596,1208,57,0.7568922305764411,1627.8756226415096,41.98756226415096
Mohammad Hafeez,1508,1119,32,0.7420424403183024,1538.1180695134062,41.91180695134062
A Symonds,1991,1617,45,0.8121546961325967,2030.7646395233367,41.376463952333665
ST Jayasuriya,1622,1241,41,0.7651048088779285,1654.3948997020855,41.33948997020855
Saad Bin Zafar,1367,981,29,0.717629846378932,1394.3019900695135,41.330199006951354
T Lungameni,1512,1130,47,0.7473544973544973,1542.1979582919564,41.21979582919564
B Muzarabani,2315,1950,60,0.8423326133909287,2361.235630585899,41.12356305858989
SB Styris,1263,877,37,0.6943784639746635,1288.2248818272096,41.122488182720964
AU Rashid,5036,4728,153,0.9388403494837172,5136.579972194638,40.857997219463776
Shadab Khan,2827,2480,74,0.8772550406791652,2883.461394240318,40.3461394240318
KD Mills,1306,938,35,0.7182235834609495,1332.0836861966236,39.40836861966236
CR Woakes,2682,2342,95,0.8732289336316182,2735.565426017875,39.35654260178749
JM Anderson,1727,1370,55,0.7932831499710481,1761.491980139027,39.1491980139027
PWH de Silva,2428,2086,81,0.8591433278418451,2476.4924885799405,39.04924885799405
JN Frylinck,1298,938,36,0.7226502311248074,1323.9239086395235,38.592390863952346
Sompal Kami,2688,2358,84,0.8772321428571429,2741.6852591857005,38.36852591857005
B Kumar,2686,2359,80,0.8782576321667908,2739.6453147964253,38.064531479642525
AJ Bichel,1297,943,33,0.7270624518118736,1322.9039364448859,37.990393644488584
SJ Harmison,1507,1164,43,0.7723954877239548,1537.0980973187686,37.30980973187686
NK Patel,1552,1210,43,0.779639175257732,1582.9968460774578,37.29968460774578
Z Khan,1783,1449,58,0.8126752664049355,1818.610423038729,36.96104230387291
Khawar Ali,1543,1216,41,0.7880751782242384,1573.81709632572,35.781709632572
Imran Tahir,1455,1128,40,0.7752577319587629,1484.0595431976167,35.605954319761665
BA Williams,1001,666,34,0.6653346653346653,1020.9921668321748,35.49921668321748
CJA Amini,1620,1298,33,0.8012345679012346,1652.3549553128105,35.43549553128105
SC Williams,1783,1469,37,0.8238923163208076,1818.610423038729,34.96104230387291
Kaleem Sana,1147,824,40,0.7183958151700087,1169.9081072492552,34.59081072492552
N Vanua,2010,1709,53,0.8502487562189055,2050.1441112214497,34.11441112214497
Simi Singh,897,577,30,0.6432552954292085,914.9150585898709,33.791505858987094
Mashrafe Mortaza,2606,2321,54,0.8906369915579432,2658.047539225422,33.7047539225422
G Motie,1367,1058,35,0.7739575713240673,1394.3019900695135,33.63019900695135
IDR Bradshaw,985,669,30,0.6791878172588832,1004.6726117179743,33.567261171797426
SE Bond,934,617,33,0.6605995717344754,952.6540297914598,33.565402979145986
DR Tuffey,1082,773,28,0.7144177449168208,1103.6099145978153,33.06099145978153
Mohammed Siraj,1991,1702,72,0.8548468106479156,2030.7646395233367,32.876463952333665
A Nehra,1490,1191,41,0.7993288590604026,1519.7585700099305,32.87585700099305
Kushal Malla,1068,766,26,0.7172284644194756,1089.3303038728898,32.33303038728898
MG Bracewell,1545,1258,38,0.8142394822006472,1575.857040714995,31.785704071499502
RL Chase,1877,1600,32,0.8524240809802877,1914.4878093346574,31.44878093346574
MS Kasprowicz,883,587,37,0.6647791619479049,900.6354478649455,31.36354478649455
KM Jarvis,1046,754,29,0.7208413001912046,1066.890915590864,31.28909155908641
Taskin Ahmed,2095,1826,53,0.871599045346062,2136.841747765641,31.084174776564076
IK Pathan,1637,1359,55,0.8301771533292609,1669.6944826216486,31.06944826216486
A Dananjaya,1903,1631,51,0.8570677877036259,1941.0070863952335,31.00070863952335
Mohammad Rafique,1401,1119,21,0.7987152034261242,1428.9810446871898,30.998104468718974
R Ngarava,2031,1762,61,0.8675529295913343,2071.5635273088383,30.95635273088383
C de Grandhomme,1259,976,22,0.7752184273232724,1284.1449930486594,30.814499304865944
J Srinath,853,563,28,0.6600234466588512,870.0362820258193,30.703628202581932
RW Price,896,607,13,0.6774553571428571,913.8950863952334,30.689508639523343
SR Taylor,1191,910,30,0.764063811922754,1214.786883813307,30.4786883813307
Jay Odedra,837,552,23,0.6594982078853047,853.7167269116187,30.17167269116187
Shahid Afridi,1331,1056,41,0.7933884297520661,1357.582991062562,30.15829910625621
H Thaker,1047,768,24,0.7335243553008596,1067.9108877855015,29.991088778550147
LH Ferguson,2956,2716,90,0.918809201623816,3015.0378073485604,29.903780734856035
Harmeet Singh,933,654,22,0.7009646302250804,951.6340575968223,29.763405759682236
MM Ali,3164,2930,69,0.9260429835651075,3227.192023833168,29.719202383316816
RE van der Merwe,1239,969,30,0.7820823244552058,1263.7455491559087,29.474554915590875
P Utseya,863,589,9,0.6825028968713789,880.2360039721947,29.12360039721947
Naved-ul-Hasan,1243,978,46,0.7868061142397426,1267.825437934459,28.982543793445892
CH Gayle,1459,1199,42,0.8217957505140507,1488.1394319761669,28.913943197616685
DM de Silva,1717,1464,40,0.8526499708794408,1751.2922581926516,28.72922581926516
DJ Willey,2038,1793,69,0.879784102060844,2078.703332671301,28.57033326713008
AB Agarkar,1412,1155,52,0.8179886685552408,1440.2007388282027,28.52007388282027
MA Starc,3204,2984,114,0.9313358302122348,3267.9909116186695,28.399091161866956
Aamir Kaleem,681,411,19,0.6035242290748899,694.6010645481629,28.360106454816286
AJ Hall,933,675,29,0.7234726688102894,951.6340575968223,27.663405759682234
N Pokana,821,564,28,0.6869671132764921,837.3971717974181,27.339717179741807
Mohammad Amir,1110,864,28,0.7783783783783784,1132.1691360476664,26.816913604766636
A Nel,1153,908,36,0.7875108412836079,1176.0279404170806,26.802794041708058
CD Collymore,934,687,17,0.7355460385438972,952.6540297914598,26.565402979145983
M Dillon,980,737,25,0.7520408163265306,999.5727507447865,26.25727507447865
Ayan Khan,1175,937,28,0.7974468085106383,1198.4673286991062,26.146732869910625
FJ Klaassen,910,668,22,0.734065934065934,928.174697120159,26.017469712015895
HH Pandya,2733,2529,72,0.9253567508232712,2787.584007944389,25.85840079443892
MF Maharoof,846,605,28,0.7151300236406619,862.8964766633566,25.789647666335657
GJ Maxwell,2050,1836,34,0.895609756097561,2090.9429990069516,25.49429990069516
JC Archer,1586,1363,49,0.8593947036569988,1617.6759006951343,25.467590069513427
A Kumble,1077,849,22,0.7883008356545961,1098.5100536246277,24.951005362462773
PD Collingwood,990,768,16,0.7757575757575758,1009.772472691162,24.177247269116197
PA van Meekeren,1785,1583,63,0.8868347338935574,1820.650367428004,23.765036742800408
N Boje,933,714,20,0.7652733118971061,951.6340575968223,23.763405759682236
R Hekure,925,706,28,0.7632432432432432,943.474280039722,23.747428003972196
DT Hondo,1393,1186,32,0.8513998564249821,1420.8212671300894,23.482126713008938
IJ Harvey,927,713,30,0.7691477885652643,945.5142244289971,23.251422442899706
Faheem Ashraf,1437,1234,26,0.8587334725121781,1465.7000436941412,23.17000436941412
T Shamsi,2512,2331,68,0.9279458598726115,2562.1701529294937,23.11701529294937
Shabbir Ahmed,801,586,18,0.731585518102372,816.9977279046674,23.099772790466737
JO Holder,3196,3032,77,0.9486858573216521,3259.831134061569,22.783113406156918
VJ Kingma,1261,1059,39,0.8398096748612213,1286.1849374379344,22.71849374379344
AR Caddick,604,389,18,0.6440397350993378,616.0632055610726,22.706320556107254
AM Blignaut,1356,1159,29,0.8547197640117994,1383.0822959285006,22.408229592850056
UDU Chandana,1151,950,38,0.8253692441355344,1173.9879960278054,22.398799602780535
TJ Murtagh,684,474,23,0.6929824561403509,697.6609811320756,22.366098113207556
MR Adair,2348,2179,67,0.9280238500851788,2394.8947130089377,21.589471300893774
WB Rankin,893,695,31,0.7782754759238522,910.8351698113208,21.583516981132085
KV Morea,720,519,23,0.7208333333333333,734.3799801390269,21.537998013902687
D Heyliger,1101,908,38,0.8247048138056312,1122.9893862959286,21.498938629592864
PVD Chameera,1518,1334,39,0.8787878787878788,1548.3177914597816,21.431779145978158
TL Chatara,1792,1614,52,0.9006696428571429,1827.7901727904668,21.379017279046685
Shaheen Shah Afridi,3063,2912,117,0.9507019262161279,3124.174832174777,21.217483217477685
T van der Gugten,429,227,6,0.5291375291375291,437.5680714995035,21.05680714995035
BTJ Wheal,522,322,18,0.6168582375478927,532.4254856007944,21.042548560079446
AL Phehlukwayo,2474,2313,76,0.9349232012934519,2523.411209533267,21.041120953326708
CZ Harris,602,404,10,0.6710963455149501,614.0232611717975,21.002326117179745
Mohammed Shami,2889,2737,120,0.947386638975424,2946.6996703078453,20.969967030784527
CB Sole,1150,964,43,0.8382608695652174,1172.968023833168,20.8968023833168
Aarif Sheikh,856,666,8,0.7780373831775701,873.0961986097319,20.70961986097319
Khaled Mahmud,1214,1032,24,0.8500823723228995,1238.2462442899703,20.624624428997027
Aqib Ilyas,907,719,24,0.7927232635060639,925.1147805362464,20.611478053624637
Imad Wasim,1205,1023,18,0.8489626556016597,1229.0664945382325,20.606649453823252
DNT Zoysa,750,560,23,0.7466666666666667,764.9791459781529,20.497914597815292
WP Masakadza,1218,1038,18,0.8522167487684729,1242.3261330685204,20.432613306852044
TM Odoyo,700,513,18,0.7328571428571429,713.9805362462761,20.098053624627607
Kashif Daud,676,495,17,0.7322485207100592,689.5012035749752,19.450120357497518
CRD Fernando,1166,995,29,0.8533447684391081,1189.2875789473685,19.42875789473685
Manjural Islam Rana,598,416,14,0.6956521739130435,609.9433723932473,19.394337239324727
Jasdeep Singh,1795,1638,53,0.9125348189415042,1830.8500893743794,19.285008937437944
BJ Currie,581,401,28,0.6901893287435457,592.6038450844092,19.160384508440917
MA Wood,2358,2214,58,0.9389312977099237,2405.094434955313,19.109443495531288
Milind Kumar,658,481,29,0.7310030395136778,671.1417040714996,19.014170407149958
K Klein,861,689,37,0.8002322880371661,878.1960595829196,18.91960595829196
ID Blackwell,548,372,11,0.6788321167883211,558.9447626613704,18.69447626613704
HN Ya France,726,556,14,0.7658402203856749,740.499813306852,18.449981330685205
PM Seelaar,789,623,12,0.7896070975918885,804.758061569017,18.175806156901693
VC Drakes,634,465,18,0.7334384858044164,646.6623714001986,18.16623714001986
Ali Khan,717,550,35,0.7670850767085077,731.3200635551142,18.132006355511418
Nasum Ahmed,778,613,14,0.787917737789203,793.538367428004,18.0538367428004
DW Steyn,511,342,18,0.6692759295499021,521.2057914597816,17.92057914597816
MA Suji,522,355,9,0.6800766283524904,532.4254856007944,17.742548560079445
Washington Sundar,838,678,24,0.8090692124105012,854.7366991062563,17.67366991062563
CL Cairns,863,704,18,0.8157589803012746,880.2360039721947,17.62360039721947
V Sehwag,1043,888,26,0.8513902205177373,1063.8309990069515,17.583099900695153
LV van Beek,1759,1619,50,0.9204093234792495,1794.1310903674282,17.513109036742822
CA Young,1500,1355,54,0.9033333333333333,1529.9582919563059,17.495829195630584
DN Wellalage,1128,977,33,0.8661347517730497,1150.528635551142,17.352863555114208
NM Lyon,911,756,12,0.8298572996706916,929.1946693147964,17.319466931479646
SI Kamea,950,797,28,0.8389473684210527,968.9735849056605,17.197358490566046
AG Wharf,562,403,18,0.7170818505338078,573.224373386296,17.022437338629594
L Ngidi,2989,2879,97,0.963198394111743,3048.6968897715988,16.969688977159876
Taijul Islam,779,625,25,0.8023106546854942,794.5583396226416,16.95583396226416
AG Cremer,515,356,17,0.6912621359223301,525.2856802383317,16.92856802383317
RL Johnson,367,206,10,0.5613079019073569,374.3297954319762,16.83297954319762
S Bhari,402,246,15,0.6119402985074627,410.02882224429,16.402882224429
IG Holland,638,489,20,0.7664576802507836,650.7422601787488,16.17422601787488
GW Flower,571,421,12,0.7373029772329247,582.4041231380338,16.14041231380338
CN Ackermann,619,470,16,0.7592891760904685,631.3627884806356,16.136278848063558
JDF Vandersay,959,818,34,0.8529718456725756,978.1533346573983,16.015333465739833
Mohammad Nawaz,982,843,21,0.8584521384928717,1001.6126951340616,15.86126951340616
NW Bracken,472,323,22,0.684322033898305,481.4268758689176,15.84268758689176
SR Watson,829,688,22,0.8299155609167672,845.5569493545185,15.755694935451846
Naseem Shah,1355,1225,51,0.9040590405904059,1382.062323733863,15.706232373386296
HDPK Dharmasena,425,277,6,0.6517647058823529,433.4881827209534,15.648818272095337
Mushfiqur Rahman,652,509,8,0.7806748466257669,665.0218709036743,15.602187090367432
IS Sodhi,1713,1592,48,0.9293636894337419,1747.2123694141014,15.521236941410143
A Nao,790,653,19,0.8265822784810126,805.7780337636544,15.277803376365444
Usman Shinwari,726,588,34,0.8099173553719008,740.499813306852,15.249981330685205
JH Kallis,1208,1081,22,0.8948675496688742,1232.126411122145,15.11264111221451
AC Agar,1040,911,20,0.8759615384615385,1060.7710824230387,14.97710824230387
T Panyangara,822,689,22,0.8381995133819952,838.4171439920557,14.94171439920557
RAS Lakmal,1030,902,29,0.8757281553398059,1050.5713604766634,14.857136047666335
K Gore,432,293,11,0.6782407407407407,440.6279880834161,14.762798808341609
CO Obuya,595,460,17,0.773109243697479,606.8834558093347,14.688345580933468
KA Jamieson,807,677,17,0.838909541511772,823.1175610724925,14.611756107249255
CK Langeveldt,629,497,15,0.7901430842607313,641.5625104270109,14.456251042701092
SL Malinga,1502,1388,41,0.9241011984021305,1531.998236345581,14.399823634558107
KM Jadhav,906,782,17,0.8631346578366446,924.0948083416088,14.209480834160876
KAJ Roach,1177,1065,25,0.9048428207306712,1200.5072730883815,13.550727308838145
DJ Bravo,860,742,22,0.8627906976744186,877.1760873882821,13.51760873882821
Danish Kaneria,542,420,8,0.7749077490774908,552.8249294935453,13.282492949354525
R Klein,615,496,12,0.8065040650406504,627.2828997020854,13.128289970208538
AR Adams,737,622,27,0.8439620081411127,751.719507447865,12.9719507447865
KP Meiyappan,1228,1123,38,0.9144951140065146,1252.5258550148958,12.95258550148958
TB Sole,412,291,9,0.7063106796116505,420.2285441906654,12.922854419066539
D Pretorius,705,590,23,0.8368794326241135,719.0803972194637,12.908039721946375
Umar Gul,603,486,14,0.8059701492537313,615.043233366435,12.904323336643495
Abrar Ahmed,522,405,16,0.7758620689655172,532.4254856007944,12.742548560079445
S Mahmood,799,688,25,0.8610763454317898,814.9577835153923,12.695778351539229
J Theron,616,503,20,0.8165584415584416,628.302871896723,12.530287189672299
BJ McCarthy,1434,1338,45,0.9330543933054394,1462.6401271102284,12.464012711022837
S Bau,553,441,11,0.7974683544303798,564.0446236345581,12.304462363455809
GH Dockrell,1263,1166,31,0.9231987331749802,1288.2248818272096,12.222488182720962
R Shepherd,1341,1246,35,0.9291573452647278,1367.7827130089374,12.178271300893744
M Kartik,786,680,19,0.8651399491094147,801.6981449851044,12.169814498510437
Haris Rauf,2387,2315,86,0.9698366149979053,2434.6736285998018,11.967362859980176
WW Hinds,474,366,19,0.7721518987341772,483.4668202581927,11.746682025819268
D Parashar,413,304,9,0.7360774818401937,421.2485163853029,11.724851638530287
D Ravu,608,503,10,0.8273026315789473,620.1430943396226,11.714309433962262
PJ Ongondo,453,346,6,0.7637969094922737,462.0474041708044,11.60474041708044
C Campher,1109,1016,33,0.9161406672678089,1131.1491638530288,11.514916385302877
KIC Asalanka,498,393,17,0.7891566265060241,507.94615292949356,11.494615292949357
RK Paudel,346,238,10,0.6878612716763006,352.9103793445879,11.491037934458792
MD Shanaka,841,743,21,0.8834720570749108,857.7966156901689,11.479661569016889
TM Dilshan,567,464,9,0.818342151675485,578.3242343594836,11.432423435948362
S Shrivastava,566,463,27,0.8180212014134276,577.3042621648461,11.430426216484614
RAP Nissanka,411,305,11,0.7420924574209246,419.20857199602784,11.420857199602784
W Madhevere,758,661,17,0.8720316622691293,773.1389235352533,11.21389235352533
A Neill,448,345,15,0.7700892857142857,456.9475431976167,11.194754319761671
Mohammad Aadil Alam,272,166,9,0.6102941176470589,277.4324369414102,11.143243694141017
Fayyaz Butt,1349,1266,40,0.938472942920682,1375.9424905660378,10.994249056603781
Tapash Baisya,1121,1034,28,0.9223907225691347,1143.3888301886793,10.938883018867932
K Sinclair,388,287,11,0.7396907216494846,395.74921151936445,10.874921151936444
TL Best,387,286,15,0.7390180878552972,394.72923932472696,10.872923932472697
AD Mathews,426,326,16,0.7652582159624414,434.50815491559086,10.850815491559086
KS Lokuarachchi,371,270,10,0.7277628032345014,378.40968421052634,10.840968421052633
Parveen Kumar,305,203,5,0.6655737704918033,311.09151936444886,10.809151936444886
DA Marillier,369,269,7,0.7289972899728997,376.36973982125124,10.736973982125125
Yuvraj Singh,597,502,15,0.8408710217755444,608.9234001986098,10.692340019860978
Shahid Ahmadzai,229,128,5,0.5589519650655022,233.57363257199603,10.557363257199603
SS Cottrell,1565,1491,50,0.9527156549520767,1596.256484607746,10.525648460774596
DS Lehmann,590,497,22,0.8423728813559322,601.783594836147,10.478359483614701
Wasim Akram,314,216,12,0.6878980891719745,320.2712691161867,10.427126911618672
Nestor Dhamba,308,210,11,0.6818181818181818,314.1514359483615,10.415143594836149
Mahedi Hasan,534,441,15,0.8258426966292135,544.6651519364449,10.366515193644489
RJW Topley,906,821,31,0.9061810154525386,924.0948083416088,10.309480834160876
M Levitt,453,359,9,0.7924944812362031,462.0474041708044,10.304740417080438
KJ O'Brien,537,445,13,0.8286778398510242,547.7250685203576,10.272506852035757
Nadeem Ahmed,325,229,5,0.7046153846153846,331.4909632571996,10.249096325719961
MJ Clarke,474,381,15,0.8037974683544303,483.4668202581927,10.246682025819268
RP Singh,315,219,12,0.6952380952380952,321.29124131082426,10.229124131082425
K Bhurtel,447,354,13,0.7919463087248322,455.92757100297916,10.192757100297916
SM Ervine,789,703,25,0.8910012674271229,804.758061569017,10.175806156901695
W O'Rourke,907,824,24,0.9084895259095921,925.1147805362464,10.111478053624637
LE Plunkett,1497,1426,54,0.9525718102872411,1526.8983753723933,10.089837537239328
GT Main,695,609,33,0.8762589928057554,708.8806752730884,9.98806752730884
CS MacLeod,534,445,4,0.8333333333333334,544.6651519364449,9.966515193644488
GI Hume,876,794,31,0.906392694063927,893.4956425024827,9.949564250248272
DR Smith,424,333,10,0.785377358490566,432.46821052631583,9.946821052631583
L Balaji,974,894,28,0.917864476386037,993.4529175769613,9.945291757696134
SC Ganguly,567,479,13,0.8447971781305115,578.3242343594836,9.932423435948362
SA Abbott,1315,1243,36,0.9452471482889734,1341.2634359483616,9.826343594836157
AK Markram,996,918,19,0.9216867469879518,1015.8923058589871,9.789230585898713
C White,273,181,10,0.663003663003663,278.45240913604766,9.745240913604766
PT Collins,442,354,12,0.8009049773755657,450.8277100297915,9.682771002979148
HR Walsh,985,908,24,0.9218274111675127,1004.6726117179743,9.66726117179743
PA de Silva,572,487,14,0.8513986013986014,583.4240953326713,9.64240953326713
Mosaddek Hossain,653,570,7,0.8728943338437979,666.0418430983118,9.60418430983118
JM Kemp,317,228,6,0.7192429022082019,323.3311857000993,9.533118570009929
Shoriful Islam,1445,1379,46,0.9543252595155709,1473.8598212512413,9.485982125124133
Mohammad Naveed,812,734,29,0.9039408866995073,828.2174220456803,9.421742204568034
JN Loftie-Eaton,741,663,27,0.8947368421052632,755.7993962264152,9.279939622641518
GM Ewing,273,186,6,0.6813186813186813,278.45240913604766,9.245240913604766
DBL Powell,270,183,4,0.6777777777777778,275.3924925521351,9.239249255213508
P Khadka,279,194,4,0.6953405017921147,284.5722423038729,9.057224230387288
JN Mohammed,322,238,8,0.7391304347826086,328.431046673287,9.043104667328702
MD Dai,244,159,4,0.6516393442622951,248.8732154915591,8.987321549155912
SS Kang,284,200,10,0.704225352112676,289.6721032770606,8.967210327706061
AC Evans,721,647,22,0.897364771151179,735.3999523336644,8.839995233366437
JP Behrendorff,656,581,16,0.885670731707317,669.1017596822245,8.810175968222449
MR Marsh,645,571,16,0.8852713178294573,657.8820655412115,8.688206554121155
Amir Hayat,468,392,13,0.8376068376068376,477.34698709036746,8.534698709036746
SO Tikolo,405,328,13,0.8098765432098766,413.0887388282026,8.508873882820263
S Dhakal,229,149,4,0.6506550218340611,233.57363257199603,8.457363257199603
SR Tendulkar,783,716,19,0.9144316730523627,798.6382284011917,8.263822840119166
L Klusener,476,403,12,0.8466386554621849,485.5067646474678,8.250676464746778
CN Greaves,645,577,26,0.8945736434108527,657.8820655412115,8.088206554121154
EC Rainsford,260,185,4,0.7115384615384616,265.1927706057597,8.019277060575968
Mohammad Nadeem,825,762,23,0.9236363636363636,841.4770605759683,7.947706057596827
M Prasidh Krishna,819,756,30,0.9230769230769231,835.3572274081431,7.9357227408143105
C Munro,429,359,8,0.8368298368298368,437.5680714995035,7.856807149950351
R Clarke,359,289,9,0.8050139275766016,366.1700178748759,7.71700178748759
RP Lefebvre,199,126,4,0.6331658291457286,202.97446673286993,7.697446673286993
DDP D'Silva,194,121,6,0.6237113402061856,197.87460575968223,7.687460575968222
S Matsikenyeri,489,422,9,0.8629856850715747,498.76640317775576,7.676640317775576
KR Mayers,709,647,14,0.9125528913963329,723.1602859980139,7.6160285998013935
Mohammad Wasim,1040,985,38,0.9471153846153846,1060.7710824230387,7.57710824230387
P Sarraf,326,257,7,0.7883435582822086,332.51093545183716,7.551093545183716
AY Karim,141,69,4,0.48936170212765956,143.81607944389276,7.4816079443892765
JM Davison,258,189,11,0.7325581395348837,263.15282621648464,7.415282621648464
Arshad Khan,255,186,6,0.7294117647058823,260.092909632572,7.409290963257201
RC Irani,355,288,8,0.8112676056338028,362.09012909632577,7.409012909632577
CAH Stevenson,729,670,25,0.9190672153635117,743.5597298907647,7.3559729890764745
VM Nyauchi,428,363,8,0.8481308411214953,436.54809930486596,7.354809930486596
NT Ellis,578,516,15,0.8927335640138409,589.5439285004966,7.354392850049658
BFW de Leede,1506,1463,45,0.9714475431606906,1536.0781251241312,7.307812512413125
Rubel Hossain,1194,1145,36,0.958961474036851,1217.8468003972196,7.284680039721957
D Wiese,391,327,8,0.8363171355498721,398.8091281032771,7.180912810327709
MN Samuels,583,523,11,0.8970840480274442,594.6437894736843,7.164378947368425
Junaid Khan,648,590,18,0.9104938271604939,660.9419821251241,7.094198212512413
Arshdeep Singh,396,333,16,0.8409090909090909,403.90898907646476,7.090898907646476
C Green,841,788,21,0.9369797859690844,857.7966156901689,6.979661569016889
